order_id,store_id,order_date,product_id,prod_quantity,store_zone,ship_cost,delivery_date
10009631,9,23-08-2012,P100630,3798,M1,20,28-08-2012
10009632,7,27-08-2011,P100631,4699,M3,80,02-09-2011
10009633,42,20-09-2010,P100632,1596,M1,20,21-09-2010
10009634,11,10-02-2011,P100633,2258,M2,50,16-02-2011
10009635,15,07-09-2010,P100634,3929,M1,20,14-09-2010
10009636,8,19-08-2011,P100635,2640,M1,20,22-08-2011
10009637,18,31-07-2011,P100636,962,M1,20,02-08-2011
10009638,13,23-11-2010,P100637,3815,M1,20,28-11-2010
10009639,38,21-01-2011,P100638,2819,M2,50,27-01-2011
10009640,3,03-12-2010,P100639,3418,M2,50,04-12-2010
10009641,42,27-02-2011,P100640,3546,M1,20,04-03-2011
10009642,37,10-12-2010,P100641,4555,M3,80,14-12-2010
10009643,18,28-05-2010,P100642,3813,M1,20,29-05-2010
10009644,26,28-09-2011,P100643,2212,M1,20,01-10-2011
10009645,5,21-03-2012,P100644,59,M2,50,24-03-2012
10009646,18,26-07-2011,P100645,14,M1,20,27-07-2011
10009647,19,23-07-2010,P100646,3247,M1,20,27-07-2010
10009648,9,17-09-2012,P100647,2231,M1,20,21-09-2012
10009649,28,15-08-2011,P100648,1684,M1,20,20-08-2011
10009650,9,10-11-2011,P100649,3323,M1,20,13-11-2011
10009651,1,22-11-2010,P100650,3768,M4,100,26-11-2010
10009652,42,04-02-2012,P100651,4025,M1,20,11-02-2012
10009653,41,13-03-2012,P100652,2979,M3,80,20-03-2012
10009654,22,11-09-2012,P100653,4250,M2,50,14-09-2012
10009655,41,04-02-2012,P100654,1009,M3,80,06-02-2012
10009656,29,07-11-2011,P100655,1467,M1,20,08-11-2011
10009657,40,05-02-2011,P100656,3092,M4,100,10-02-2011
10009658,19,15-08-2011,P100657,1359,M1,20,16-08-2011
10009659,14,29-06-2010,P100658,4142,M4,100,04-07-2010
10009660,44,16-08-2010,P100659,2924,M2,50,19-08-2010
10009661,25,12-09-2012,P100660,2112,M1,20,18-09-2012
10009662,45,09-01-2011,P100661,2981,M1,20,10-01-2011
10009663,9,20-11-2010,P100662,1108,M1,20,21-11-2010
10009664,37,14-06-2010,P100663,4305,M3,80,19-06-2010
10009665,27,30-06-2011,P100664,1807,M1,20,05-07-2011
10009666,14,05-03-2010,P100665,909,M4,100,10-03-2010
10009667,18,08-06-2010,P100666,3628,M1,20,13-06-2010
10009668,21,15-07-2011,P100667,3445,M2,50,16-07-2011
10009669,20,28-04-2012,P100668,547,M1,20,30-04-2012
10009670,1,13-01-2011,P100669,699,M4,100,20-01-2011
10009671,42,16-08-2012,P100670,1732,M1,20,22-08-2012
10009672,30,01-11-2011,P100671,3292,M1,20,05-11-2011
10009673,4,21-12-2010,P100672,1603,M1,20,23-12-2010
10009674,34,08-10-2011,P100673,4613,M1,20,14-10-2011
10009675,16,11-05-2011,P100674,1789,M1,20,17-05-2011
10009676,4,29-11-2010,P100675,3229,M1,20,04-12-2010
10009677,24,21-06-2012,P100676,3438,M3,80,22-06-2012
10009678,8,25-06-2011,P100677,1930,M1,20,01-07-2011
10009679,43,12-06-2011,P100678,3932,M1,20,15-06-2011
10009680,44,05-09-2012,P100679,2169,M2,50,06-09-2012
10009681,1,01-04-2012,P100680,1301,M4,100,08-04-2012
10009682,20,02-08-2012,P100681,563,M1,20,05-08-2012
10009683,27,24-03-2010,P100682,571,M1,20,31-03-2010
10009684,19,15-09-2012,P100683,4106,M1,20,16-09-2012
10009685,24,19-06-2010,P100684,977,M3,80,26-06-2010
10009686,29,04-12-2010,P100685,4435,M1,20,05-12-2010
10009687,2,28-08-2012,P100686,4972,M3,80,30-08-2012
10009688,40,10-02-2011,P100687,183,M4,100,11-02-2011
10009689,15,24-07-2011,P100688,1210,M1,20,31-07-2011
10009690,19,30-12-2011,P100689,4304,M1,20,03-01-2012
10009691,22,12-03-2011,P100690,1924,M2,50,13-03-2011
10009692,29,29-05-2011,P100691,568,M1,20,01-06-2011
10009693,39,29-06-2012,P100692,4539,M1,20,02-07-2012
10009694,19,28-02-2011,P100693,39,M1,20,04-03-2011
10009695,33,23-09-2012,P100694,3705,M3,80,28-09-2012
10009696,7,20-01-2011,P100695,2209,M3,80,24-01-2011
10009697,43,22-06-2012,P100696,3905,M1,20,29-06-2012
10009698,24,15-02-2012,P100697,3454,M3,80,17-02-2012
10009699,30,03-05-2012,P100698,1570,M1,20,06-05-2012
10009700,6,27-01-2011,P100699,2830,M3,80,01-02-2011
10009701,13,11-03-2012,P100700,4431,M1,20,14-03-2012
10009702,6,26-01-2012,P100701,838,M3,80,30-01-2012
10009703,17,31-07-2010,P100702,2340,M1,20,03-08-2010
10009704,1,19-08-2010,P100703,4694,M4,100,20-08-2010
10009705,43,21-09-2011,P100704,3339,M1,20,25-09-2011
10009706,43,24-06-2010,P100705,140,M1,20,29-06-2010
10009707,24,18-01-2012,P100706,3394,M3,80,21-01-2012
10009708,9,21-07-2010,P100707,4578,M1,20,23-07-2010
10009709,45,06-01-2012,P100708,4229,M1,20,07-01-2012
10009710,13,03-11-2011,P100709,4336,M1,20,08-11-2011
10009711,45,18-07-2011,P100710,459,M1,20,21-07-2011
10009712,32,30-12-2011,P100711,838,M3,80,03-01-2012
10009713,34,19-03-2011,P100712,4022,M1,20,25-03-2011
10009714,38,03-12-2010,P100713,361,M2,50,10-12-2010
10009715,8,19-02-2011,P100714,723,M1,20,20-02-2011
10009716,42,16-06-2010,P100715,456,M1,20,19-06-2010
10009717,43,16-05-2011,P100716,4562,M1,20,18-05-2011
10009718,15,13-05-2010,P100717,4455,M1,20,17-05-2010
10009719,29,20-08-2012,P100718,4410,M1,20,24-08-2012
10009720,26,23-07-2010,P100719,4420,M1,20,24-07-2010
10009721,8,14-06-2010,P100720,359,M1,20,17-06-2010
10009722,22,08-11-2011,P100721,1160,M2,50,14-11-2011
10009723,20,03-07-2011,P100722,2254,M1,20,05-07-2011
10009724,24,15-04-2012,P100723,4319,M3,80,19-04-2012
10009725,17,22-09-2010,P100724,2361,M1,20,27-09-2010
10009726,3,09-06-2010,P100725,3161,M2,50,14-06-2010
10009727,32,11-12-2010,P100726,3265,M3,80,15-12-2010
10009728,30,14-07-2012,P100727,817,M1,20,15-07-2012
10009729,21,11-09-2010,P100728,4397,M2,50,13-09-2010
10009730,23,06-07-2010,P100729,2273,M1,20,08-07-2010
10009731,2,05-08-2010,P100730,3831,M3,80,06-08-2010
10009732,3,28-02-2011,P100731,2785,M2,50,02-03-2011
10009733,16,14-01-2011,P100732,1277,M1,20,16-01-2011
10009734,21,23-09-2010,P100733,2542,M2,50,28-09-2010
10009735,26,11-12-2010,P100734,500,M1,20,17-12-2010
10009736,16,09-10-2011,P100735,818,M1,20,15-10-2011
10009737,23,07-04-2010,P100736,3586,M1,20,12-04-2010
10009738,16,24-01-2012,P100737,2678,M1,20,31-01-2012
10009739,33,06-07-2011,P100738,1264,M3,80,10-07-2011
10009740,19,01-04-2011,P100739,2452,M1,20,04-04-2011
10009741,23,19-08-2011,P100740,3960,M1,20,25-08-2011
10009742,41,19-09-2012,P100741,1292,M3,80,23-09-2012
10009743,44,14-02-2011,P100742,4403,M2,50,15-02-2011
10009744,43,30-07-2012,P100743,3430,M1,20,03-08-2012
10009745,24,22-10-2012,P100744,4590,M3,80,26-10-2012
10009746,29,08-12-2011,P100745,3627,M1,20,13-12-2011
10009747,36,14-04-2010,P100746,3861,M1,20,19-04-2010
10009748,31,07-08-2012,P100747,2180,M1,20,14-08-2012
10009749,30,30-12-2010,P100748,3599,M1,20,03-01-2011
10009750,23,13-09-2010,P100749,4853,M1,20,14-09-2010
10009751,17,26-04-2010,P100750,2908,M1,20,28-04-2010
10009752,28,18-06-2010,P100751,3729,M1,20,22-06-2010
10009753,38,15-04-2012,P100752,4191,M2,50,17-04-2012
10009754,10,07-11-2010,P100753,903,M2,50,12-11-2010
10009755,7,24-10-2010,P100754,1439,M3,80,25-10-2010
10009756,13,15-05-2012,P100755,1675,M1,20,16-05-2012
10009757,28,13-04-2010,P100756,1069,M1,20,14-04-2010
10009758,6,13-03-2010,P100757,2132,M3,80,16-03-2010
10009759,4,02-03-2011,P100758,3577,M1,20,08-03-2011
10009760,26,17-11-2011,P100759,3474,M1,20,18-11-2011
10009761,43,18-04-2012,P100760,2119,M1,20,25-04-2012
10009762,29,10-09-2010,P100761,4445,M1,20,11-09-2010
10009763,26,11-02-2011,P100762,104,M1,20,16-02-2011
10009764,45,19-04-2012,P100763,3610,M1,20,24-04-2012
10009765,19,07-10-2011,P100764,598,M1,20,11-10-2011
10009766,19,30-08-2011,P100765,3531,M1,20,05-09-2011
10009767,34,18-05-2010,P100766,4459,M1,20,25-05-2010
10009768,6,26-09-2011,P100767,1709,M3,80,30-09-2011
10009769,30,19-10-2012,P100768,3087,M1,20,23-10-2012
10009770,5,03-10-2011,P100769,44,M2,50,07-10-2011
10009771,39,23-08-2011,P100770,2297,M1,20,24-08-2011
10009772,36,07-06-2012,P100771,3556,M1,20,14-06-2012
10009773,32,17-03-2011,P100772,962,M3,80,22-03-2011
10009774,10,07-02-2012,P100773,2458,M2,50,10-02-2012
10009775,35,11-10-2010,P100774,4362,M1,20,14-10-2010
10009776,42,02-09-2012,P100775,2601,M1,20,09-09-2012
10009777,16,10-02-2011,P100776,518,M1,20,11-02-2011
10009778,10,18-05-2011,P100777,2786,M2,50,24-05-2011
10009779,8,22-04-2012,P100778,435,M1,20,27-04-2012
10009780,26,29-08-2010,P100779,1962,M1,20,01-09-2010
10009781,12,14-12-2010,P100780,936,M1,20,18-12-2010
10009782,7,17-10-2011,P100781,4659,M3,80,18-10-2011
10009783,19,17-04-2012,P100782,2052,M1,20,20-04-2012
10009784,10,15-04-2011,P100783,4708,M2,50,19-04-2011
10009785,2,05-05-2011,P100784,641,M3,80,06-05-2011
10009786,22,29-03-2012,P100785,3005,M2,50,30-03-2012
10009787,23,28-10-2010,P100786,210,M1,20,29-10-2010
10009788,15,14-08-2011,P100787,690,M1,20,17-08-2011
10009789,43,16-08-2012,P100788,359,M1,20,20-08-2012
10009790,30,30-07-2012,P100789,2283,M1,20,01-08-2012
10009791,20,04-11-2011,P100790,660,M1,20,05-11-2011
10009792,9,28-05-2011,P100791,4137,M1,20,04-06-2011
10009793,32,05-10-2010,P100792,2037,M3,80,11-10-2010
10009794,12,06-08-2010,P100793,4226,M1,20,12-08-2010
10009795,7,06-03-2012,P100794,4171,M3,80,10-03-2012
10009796,20,23-02-2012,P100795,2389,M1,20,27-02-2012
10009797,19,06-12-2011,P100796,4969,M1,20,07-12-2011
10009798,8,19-06-2010,P100797,449,M1,20,24-06-2010
10009799,39,22-11-2010,P100798,1234,M1,20,28-11-2010
10009800,23,29-08-2010,P100799,4875,M1,20,01-09-2010
10009801,39,27-09-2012,P100800,1278,M1,20,02-10-2012
10009802,16,29-03-2011,P100801,2248,M1,20,04-04-2011
10009803,4,10-06-2012,P100802,3490,M1,20,12-06-2012
10009804,36,07-11-2011,P100803,3576,M1,20,08-11-2011
10009805,28,24-01-2012,P100804,74,M1,20,29-01-2012
10009806,25,24-11-2010,P100805,3992,M1,20,01-12-2010
10009807,24,24-02-2011,P100806,3666,M3,80,27-02-2011
10009808,4,03-03-2010,P100807,3469,M1,20,05-03-2010
10009809,2,23-03-2010,P100808,3192,M3,80,29-03-2010
10009810,8,04-01-2012,P100809,2015,M1,20,06-01-2012
10009811,35,20-12-2010,P100810,1690,M1,20,22-12-2010
10009812,37,21-03-2011,P100811,1136,M3,80,26-03-2011
10009813,42,20-03-2010,P100812,3987,M1,20,25-03-2010
10009814,8,01-04-2010,P100813,4487,M1,20,06-04-2010
10009815,30,30-08-2010,P100814,2207,M1,20,01-09-2010
10009816,25,29-01-2012,P100815,2254,M1,20,02-02-2012
10009817,39,23-12-2011,P100816,4594,M1,20,28-12-2011
10009818,2,10-07-2012,P100817,1106,M3,80,17-07-2012
10009819,24,14-04-2012,P100818,63,M3,80,16-04-2012
10009820,6,18-09-2010,P100819,1645,M3,80,24-09-2010
10009821,22,23-07-2012,P100820,2858,M2,50,26-07-2012
10009822,20,29-08-2010,P100821,4634,M1,20,01-09-2010
10009823,27,06-06-2012,P100822,3937,M1,20,11-06-2012
10009824,37,23-04-2010,P100823,1004,M3,80,30-04-2010
10009825,23,22-03-2012,P100824,4040,M1,20,29-03-2012
10009826,10,18-11-2010,P100825,1387,M2,50,21-11-2010
10009827,25,21-09-2010,P100826,1477,M1,20,24-09-2010
10009828,23,16-03-2012,P100827,3913,M1,20,18-03-2012
10009829,15,08-02-2012,P100828,1803,M1,20,15-02-2012
10009830,5,16-03-2011,P100829,2957,M2,50,22-03-2011
10009831,27,02-05-2012,P100830,2203,M1,20,08-05-2012
10009832,22,24-07-2011,P100831,1648,M2,50,25-07-2011
10009833,36,05-07-2010,P100832,4194,M1,20,08-07-2010
10009834,42,14-05-2012,P100833,2669,M1,20,20-05-2012
10009835,19,12-05-2012,P100834,3424,M1,20,15-05-2012
10009836,32,03-04-2010,P100835,3764,M3,80,04-04-2010
10009837,8,11-04-2012,P100836,3759,M1,20,16-04-2012
10009838,41,07-04-2010,P100837,3035,M3,80,11-04-2010
10009839,6,11-03-2011,P100838,1636,M3,80,17-03-2011
10009840,19,14-02-2011,P100839,1006,M1,20,20-02-2011
10009841,25,14-08-2012,P100840,715,M1,20,15-08-2012
10009842,5,04-06-2012,P100841,4657,M2,50,09-06-2012
10009843,30,26-02-2012,P100842,2947,M1,20,29-02-2012
10009844,7,09-06-2012,P100843,1208,M3,80,14-06-2012
10009845,38,28-08-2012,P100844,4009,M2,50,29-08-2012
10009846,16,08-03-2010,P100845,4210,M1,20,10-03-2010
10009847,28,09-06-2011,P100846,2697,M1,20,13-06-2011
10009848,42,16-01-2011,P100847,983,M1,20,19-01-2011
10009849,4,17-05-2011,P100848,1945,M1,20,18-05-2011
10009850,20,22-10-2010,P100849,2371,M1,20,23-10-2010
10009851,10,15-09-2010,P100850,2075,M2,50,16-09-2010
10009852,29,06-04-2011,P100851,3066,M1,20,12-04-2011
10009853,39,21-03-2011,P100852,1805,M1,20,23-03-2011
10009854,44,14-10-2010,P100853,4193,M2,50,17-10-2010
10009855,40,09-01-2011,P100854,2121,M4,100,14-01-2011
10009856,20,03-09-2012,P100855,3715,M1,20,08-09-2012
10009857,42,18-05-2010,P100856,3256,M1,20,24-05-2010
10009858,27,13-02-2010,P100857,3305,M1,20,20-02-2010
10009859,35,16-02-2012,P100858,2230,M1,20,20-02-2012
10009860,40,14-01-2011,P100859,3704,M4,100,16-01-2011
10009861,27,03-11-2010,P100860,2620,M1,20,06-11-2010
10009862,26,23-01-2011,P100861,2199,M1,20,26-01-2011
10009863,45,23-05-2012,P100862,1001,M1,20,25-05-2012
10009864,36,28-03-2012,P100863,4573,M1,20,29-03-2012
10009865,44,27-05-2012,P100864,584,M2,50,29-05-2012
10009866,36,27-02-2010,P100865,89,M1,20,01-03-2010
10009867,5,23-09-2010,P100866,1398,M2,50,28-09-2010
10009868,7,22-04-2012,P100867,3837,M3,80,24-04-2012
10009869,29,11-03-2011,P100868,3770,M1,20,15-03-2011
10009870,17,21-08-2012,P100869,666,M1,20,26-08-2012
10009871,36,29-03-2012,P100870,1872,M1,20,02-04-2012
10009872,1,28-01-2011,P100871,1336,M4,100,01-02-2011
10009873,1,06-01-2012,P100872,663,M4,100,09-01-2012
10009874,13,10-08-2011,P100873,4563,M1,20,17-08-2011
10009875,26,20-01-2012,P100874,3101,M1,20,23-01-2012
10009876,27,21-10-2012,P100875,1337,M1,20,24-10-2012
10009877,8,24-09-2011,P100876,2852,M1,20,29-09-2011
10009878,9,22-03-2011,P100877,2747,M1,20,27-03-2011
10009879,9,20-07-2010,P100878,3530,M1,20,23-07-2010
10009880,5,11-05-2012,P100879,2065,M2,50,12-05-2012
10009881,24,09-02-2012,P100880,244,M3,80,15-02-2012
10009882,42,09-11-2010,P100881,1425,M1,20,13-11-2010
10009883,29,25-12-2010,P100882,477,M1,20,26-12-2010
10009884,12,01-03-2012,P100883,1217,M1,20,04-03-2012
10009885,1,03-06-2010,P100884,571,M4,100,08-06-2010
10009886,35,14-01-2011,P100885,330,M1,20,18-01-2011
10009887,6,03-10-2010,P100886,1560,M3,80,08-10-2010
10009888,15,13-12-2011,P100887,3504,M1,20,19-12-2011
10009889,31,13-07-2010,P100888,1910,M1,20,19-07-2010
10009890,39,17-09-2012,P100889,315,M1,20,18-09-2012
10009891,44,02-08-2010,P100890,4541,M2,50,03-08-2010
10009892,42,09-01-2012,P100891,1002,M1,20,14-01-2012
10009893,29,18-06-2012,P100892,1447,M1,20,24-06-2012
10009894,24,29-04-2012,P100893,2228,M3,80,05-05-2012
10009895,38,22-10-2011,P100894,3791,M2,50,29-10-2011
10009896,18,18-12-2011,P100895,1207,M1,20,21-12-2011
10009897,27,13-03-2011,P100896,383,M1,20,20-03-2011
10009898,28,10-03-2010,P100897,2569,M1,20,17-03-2010
10009899,35,14-06-2010,P100898,4390,M1,20,21-06-2010
10009900,28,17-02-2010,P100899,4696,M1,20,18-02-2010
10009901,44,10-03-2010,P100900,51,M2,50,17-03-2010
10009902,13,02-03-2012,P100901,3762,M1,20,04-03-2012
10009903,36,15-01-2011,P100902,4201,M1,20,18-01-2011
10009904,44,28-11-2010,P100903,2876,M2,50,05-12-2010
10009905,6,15-03-2011,P100904,2795,M3,80,18-03-2011
10009906,6,24-11-2010,P100905,3501,M3,80,01-12-2010
10009907,45,13-05-2012,P100906,3717,M1,20,18-05-2012
10009908,17,21-03-2012,P100907,4989,M1,20,25-03-2012
10009909,15,07-03-2011,P100908,1412,M1,20,10-03-2011
10009910,12,22-05-2011,P100909,3406,M1,20,29-05-2011
10009911,12,03-08-2012,P100910,3,M1,20,04-08-2012
10009912,7,04-05-2010,P100911,411,M3,80,06-05-2010
10009913,41,21-09-2012,P100912,178,M3,80,28-09-2012
10009914,1,08-06-2012,P100913,292,M4,100,09-06-2012
10009915,21,22-02-2011,P100914,4846,M2,50,01-03-2011
10009916,1,02-12-2010,P100915,3894,M4,100,05-12-2010
10009917,20,25-07-2012,P100916,4991,M1,20,26-07-2012
10009918,6,09-05-2010,P100917,4739,M3,80,11-05-2010
10009919,41,27-02-2010,P100918,1167,M3,80,04-03-2010
10009920,17,09-12-2010,P100919,4010,M1,20,13-12-2010
10009921,14,01-09-2012,P100920,4428,M4,100,06-09-2012
10009922,1,14-06-2010,P100921,3205,M4,100,18-06-2010
10009923,9,18-01-2012,P100922,4210,M1,20,24-01-2012
10009924,43,24-03-2011,P100923,2797,M1,20,31-03-2011
10009925,28,27-02-2010,P100924,3921,M1,20,06-03-2010
10009926,2,07-08-2012,P100925,3078,M3,80,11-08-2012
10009927,19,11-11-2010,P100926,3346,M1,20,17-11-2010
10009928,7,02-06-2012,P100927,2349,M3,80,05-06-2012
10009929,23,13-03-2011,P100928,1197,M1,20,17-03-2011
10009930,13,16-11-2011,P100929,1401,M1,20,18-11-2011
10009931,40,21-02-2011,P100930,2035,M4,100,23-02-2011
10009932,6,17-07-2010,P100931,1344,M3,80,21-07-2010
10009933,1,22-04-2012,P100932,4983,M4,100,27-04-2012
10009934,19,29-01-2012,P100933,277,M1,20,02-02-2012
10009935,39,14-06-2012,P100934,3354,M1,20,17-06-2012
10009936,2,29-01-2012,P100935,3,M3,80,04-02-2012
10009937,36,13-12-2011,P100936,2479,M1,20,19-12-2011
10009938,29,21-05-2010,P100937,1029,M1,20,22-05-2010
10009939,37,22-06-2010,P100938,599,M3,80,27-06-2010
10009940,8,30-04-2010,P100939,2211,M1,20,07-05-2010
10009941,37,03-07-2010,P100940,2665,M3,80,06-07-2010
10009942,10,02-08-2010,P100941,452,M2,50,06-08-2010
10009943,20,25-09-2010,P100942,1738,M1,20,01-10-2010
10009944,14,10-03-2011,P100943,4166,M4,100,14-03-2011
10009945,24,04-03-2012,P100944,3598,M3,80,11-03-2012
10009946,1,11-01-2012,P100945,1207,M4,100,16-01-2012
10009947,44,05-07-2012,P100946,226,M2,50,11-07-2012
10009948,18,25-10-2011,P100947,393,M1,20,26-10-2011
10009949,2,09-10-2011,P100948,3907,M3,80,10-10-2011
10009950,24,07-10-2012,P100949,1616,M3,80,12-10-2012
10009951,32,21-05-2010,P100950,2045,M3,80,22-05-2010
10009952,23,15-03-2010,P100951,3040,M1,20,21-03-2010
10009953,33,12-05-2012,P100952,626,M3,80,15-05-2012
10009954,30,09-07-2011,P100953,1801,M1,20,13-07-2011
10009955,21,17-04-2010,P100954,2576,M2,50,18-04-2010
10009956,28,09-09-2011,P100955,879,M1,20,16-09-2011
10009957,35,27-02-2010,P100956,4715,M1,20,04-03-2010
10009958,42,12-06-2011,P100957,3562,M1,20,13-06-2011
10009959,13,14-04-2012,P100958,3218,M1,20,20-04-2012
10009960,27,21-11-2010,P100959,1858,M1,20,27-11-2010
10009961,13,01-12-2011,P100960,4266,M1,20,03-12-2011
10009962,36,16-10-2011,P100961,854,M1,20,18-10-2011
10009963,32,31-05-2011,P100962,3253,M3,80,07-06-2011
10009964,9,04-02-2011,P100963,2566,M1,20,10-02-2011
10009965,14,06-06-2010,P100964,4819,M4,100,11-06-2010
10009966,31,12-06-2011,P100965,1213,M1,20,15-06-2011
10009967,37,08-05-2011,P100966,2471,M3,80,13-05-2011
10009968,20,02-06-2011,P100967,300,M1,20,03-06-2011
10009969,38,20-06-2012,P100968,3103,M2,50,23-06-2012
10009970,31,10-07-2012,P100969,2487,M1,20,12-07-2012
10009971,13,13-05-2010,P100970,3550,M1,20,14-05-2010
10009972,31,24-01-2012,P100971,1079,M1,20,25-01-2012
10009973,13,19-08-2010,P100972,744,M1,20,24-08-2010
10009974,40,06-01-2011,P100973,3159,M4,100,13-01-2011
10009975,33,29-09-2010,P100974,4517,M3,80,06-10-2010
10009976,14,25-09-2011,P100975,761,M4,100,27-09-2011
10009977,22,03-05-2012,P100976,1899,M2,50,07-05-2012
10009978,39,15-03-2011,P100977,3066,M1,20,22-03-2011
10009979,27,12-05-2012,P100978,1514,M1,20,15-05-2012
10009980,38,26-09-2010,P100979,837,M2,50,01-10-2010
10009981,13,13-11-2010,P100980,2286,M1,20,17-11-2010
10009982,27,09-04-2010,P100981,740,M1,20,14-04-2010
10009983,30,22-08-2010,P100982,2528,M1,20,25-08-2010
10009984,14,04-06-2010,P100983,3777,M4,100,08-06-2010
10009985,12,22-03-2010,P100984,808,M1,20,29-03-2010
10009986,33,03-06-2012,P100985,3097,M3,80,08-06-2012
10009987,29,09-02-2012,P100986,2796,M1,20,11-02-2012
10009988,36,13-05-2012,P100987,38,M1,20,18-05-2012
10009989,11,18-09-2012,P100988,881,M2,50,22-09-2012
10009990,7,26-09-2011,P100989,4236,M3,80,29-09-2011
10009991,11,10-03-2010,P100990,3319,M2,50,13-03-2010
10009992,38,09-02-2010,P100991,3949,M2,50,15-02-2010
10009993,38,09-03-2010,P100992,43,M2,50,11-03-2010
10009994,9,10-05-2010,P100993,2784,M1,20,15-05-2010
10009995,36,07-09-2010,P100994,3100,M1,20,09-09-2010
10009996,19,07-10-2011,P100995,569,M1,20,10-10-2011
10009997,39,09-11-2010,P100996,3657,M1,20,16-11-2010
10009998,32,22-09-2010,P100997,2777,M3,80,29-09-2010
10009999,45,29-02-2012,P100998,3350,M1,20,04-03-2012
10010000,5,27-07-2010,P100999,3302,M2,50,29-07-2010
10010001,25,15-05-2012,P101000,4198,M1,20,20-05-2012
10010002,23,09-03-2012,P100001,449,M1,20,16-03-2012
10010003,8,12-06-2011,P100002,1689,M1,20,16-06-2011
10010004,2,01-07-2011,P100003,3233,M3,80,05-07-2011
10010005,31,24-12-2010,P100004,3652,M1,20,28-12-2010
10010006,32,13-04-2012,P100005,2394,M3,80,17-04-2012
10010007,26,08-09-2010,P100006,3337,M1,20,10-09-2010
10010008,34,23-04-2012,P100007,1983,M1,20,28-04-2012
10010009,31,20-09-2011,P100008,1703,M1,20,27-09-2011
10010010,1,06-10-2011,P100009,4422,M4,100,09-10-2011
10010011,40,15-05-2012,P100010,718,M4,100,19-05-2012
10010012,18,11-02-2011,P100011,1502,M1,20,18-02-2011
10010013,38,06-05-2010,P100012,3098,M2,50,08-05-2010
10010014,41,19-09-2010,P100013,2183,M3,80,25-09-2010
10010015,45,27-06-2012,P100014,1838,M1,20,03-07-2012
10010016,37,30-07-2012,P100015,2503,M3,80,02-08-2012
10010017,24,06-05-2012,P100016,4840,M3,80,13-05-2012
10010018,18,10-05-2011,P100017,3121,M1,20,14-05-2011
10010019,38,23-04-2011,P100018,4267,M2,50,28-04-2011
10010020,40,02-12-2010,P100019,405,M4,100,07-12-2010
10010021,41,21-05-2011,P100020,2447,M3,80,27-05-2011
10010022,28,06-06-2010,P100021,1620,M1,20,09-06-2010
10010023,1,14-03-2011,P100022,190,M4,100,16-03-2011
10010024,16,03-01-2011,P100023,3800,M1,20,07-01-2011
10010025,14,08-10-2011,P100024,1346,M4,100,13-10-2011
10010026,37,30-03-2010,P100025,1087,M3,80,31-03-2010
10010027,37,18-03-2012,P100026,289,M3,80,22-03-2012
10010028,30,23-04-2012,P100027,2504,M1,20,28-04-2012
10010029,2,02-01-2011,P100028,2517,M3,80,04-01-2011
10010030,15,03-11-2011,P100029,2459,M1,20,10-11-2011
10010031,8,18-03-2011,P100030,1672,M1,20,23-03-2011
10010032,6,21-08-2010,P100031,403,M3,80,28-08-2010
10010033,27,13-05-2010,P100032,2469,M1,20,14-05-2010
10010034,24,03-03-2011,P100033,2244,M3,80,08-03-2011
10010035,24,07-11-2010,P100034,2862,M3,80,12-11-2010
10010036,26,12-09-2011,P100035,368,M1,20,16-09-2011
10010037,38,13-10-2012,P100036,4767,M2,50,16-10-2012
10010038,13,27-06-2010,P100037,4530,M1,20,03-07-2010
10010039,36,04-06-2010,P100038,2056,M1,20,06-06-2010
10010040,2,25-04-2012,P100039,2855,M3,80,28-04-2012
10010041,3,28-08-2010,P100040,4240,M2,50,02-09-2010
10010042,21,14-03-2010,P100041,1270,M2,50,16-03-2010
10010043,31,17-02-2012,P100042,1522,M1,20,24-02-2012
10010044,8,11-09-2011,P100043,2557,M1,20,17-09-2011
10010045,24,01-02-2011,P100044,186,M3,80,04-02-2011
10010046,1,16-07-2010,P100045,399,M4,100,17-07-2010
10010047,36,09-12-2010,P100046,1827,M1,20,14-12-2010
10010048,8,21-08-2011,P100047,965,M1,20,22-08-2011
10010049,30,09-03-2012,P100048,4299,M1,20,15-03-2012
10010050,9,10-12-2011,P100049,488,M1,20,15-12-2011
10010051,22,02-12-2011,P100050,1701,M2,50,08-12-2011
10010052,7,06-08-2011,P100051,3377,M3,80,09-08-2011
10010053,6,03-08-2010,P100052,2711,M3,80,10-08-2010
10010054,37,13-02-2012,P100053,1190,M3,80,18-02-2012
10010055,38,01-06-2012,P100054,3286,M2,50,07-06-2012
10010056,7,15-05-2010,P100055,2331,M3,80,18-05-2010
10010057,9,19-03-2012,P100056,4491,M1,20,22-03-2012
10010058,36,11-04-2010,P100057,1015,M1,20,18-04-2010
10010059,27,16-03-2011,P100058,3869,M1,20,22-03-2011
10010060,13,20-06-2012,P100059,4119,M1,20,26-06-2012
10010061,33,04-09-2010,P100060,2913,M3,80,08-09-2010
10010062,40,06-04-2010,P100061,3780,M4,100,07-04-2010
10010063,15,27-05-2010,P100062,4947,M1,20,28-05-2010
10010064,23,07-04-2011,P100063,3897,M1,20,14-04-2011
10010065,45,26-10-2010,P100064,2656,M1,20,27-10-2010
10010066,2,08-07-2012,P100065,4955,M3,80,11-07-2012
10010067,14,22-07-2012,P100066,1497,M4,100,28-07-2012
10010068,5,14-01-2011,P100067,1583,M2,50,21-01-2011
